referencia,descripcion,op,cantidad,detalles
ME1270,ENTERIZO DAMA CORTO DE TIRAS CON BOLSILLOS DELANTEROS,5675,330,"[[""035"",""CAFÉ"",""ME1270"",""S"",22,9990001338275],[""035"",""CAFÉ"",""ME1270"",""M"",44,9990001338282],[""035"",""CAFÉ"",""ME1270"",""L"",44,9990001338299],[""072"",""KAKY"",""ME1270"",""S"",21,9990001338305],[""072"",""KAKY"",""ME1270"",""M"",42,9990001338312],[""072"",""KAKY"",""ME1270"",""L"",42,9990001338329],[""090"",""NEGRO"",""ME1270"",""S"",23,9990001338336],[""090"",""NEGRO"",""ME1270"",""M"",46,9990001338343],[""090"",""NEGRO"",""ME1270"",""L"",46,9990001338350]]"
GS6296,CAMISA HOMBRE MANGA CORTA CUELLO SPORT EN TEJIDO PLANO,5676,240,"[[""200"",""SURTIDO"",""GS6296"",""M"",159,""9990001331702""],[""200"",""SURTIDO"",""GS6296"",""L"",81,""9990001331719""]]"
GS8093,CAMISA NIÑO MANGA CORTA EN TEJIDO PLANO,5677,410,"[[""200"",""SURTIDO"",""GS8093"",""2"",41,""9990001331726""],[""200"",""SURTIDO"",""GS8093"",""6"",17,""9990001331733""],[""200"",""SURTIDO"",""GS8093"",""10"",167,""9990001331740""],[""200"",""SURTIDO"",""GS8093"",""12"",185,""9990001331757""]]"
GS6297,CAMISA HOMBRE TALLAS PLUS MANGA CORTA EN POPELINA,5678,720,"[[""005"",""AMARILLO CLARO"",""GS6297"",""2XL"",15,""9990001331764""],[""005"",""AMARILLO CLARO"",""GS6297"",""3XL"",15,""9990001331771""],[""005"",""AMARILLO CLARO"",""GS6297"",""4XL"",15,""9990001331788""],[""013"",""AZUL CLARO"",""GS6297"",""2XL"",44,""9990001331795""],[""013"",""AZUL CLARO"",""GS6297"",""3XL"",44,""9990001331801""],[""013"",""AZUL CLARO"",""GS6297"",""4XL"",44,""9990001331818""],[""026"",""BLANCO"",""GS6297"",""2XL"",51,""9990001331825""],[""026"",""BLANCO"",""GS6297"",""3XL"",51,""9990001331832""],[""026"",""BLANCO"",""GS6297"",""4XL"",51,""9990001331849""],[""072"",""KAKY"",""GS6297"",""2XL"",29,""9990001331856""],[""072"",""KAKY"",""GS6297"",""3XL"",29,""9990001331863""],[""072"",""KAKY"",""GS6297"",""4XL"",29,""9990001331870""],[""090"",""NEGRO"",""GS6297"",""2XL"",49,""9990001331887""],[""090"",""NEGRO"",""GS6297"",""3XL"",49,""9990001331894""],[""090"",""NEGRO"",""GS6297"",""4XL"",49,""9990001331900""],[""154"",""VERDE PINO"",""GS6297"",""2XL"",28,""9990001331917""],[""154"",""VERDE PINO"",""GS6297"",""3XL"",28,""9990001331924""],[""154"",""VERDE PINO"",""GS6297"",""4XL"",28,""9990001331931""],[""161"",""VAINILLA"",""GS6297"",""2XL"",24,""9990001331948""],[""161"",""VAINILLA"",""GS6297"",""3XL"",24,""9990001331955""],[""161"",""VAINILLA"",""GS6297"",""4XL"",24,""9990001331962""]]"
GS6297,CAMISA HOMBRE TALLAS PLUS MANGA CORTA EN POPELINA,5679,189,"[[""005"",""AMARILLO CLARO"",""GS6297"",""2XL"",12,""9990001331764""],[""005"",""AMARILLO CLARO"",""GS6297"",""3XL"",12,""9990001331771""],[""005"",""AMARILLO CLARO"",""GS6297"",""4XL"",12,""9990001331788""],[""105"",""PALO DE ROSA"",""GS6297"",""2XL"",27,""9990001331979""],[""105"",""PALO DE ROSA"",""GS6297"",""3XL"",27,""9990001331986""],[""105"",""PALO DE ROSA"",""GS6297"",""4XL"",27,""9990001331993""],[""155"",""VERDE SALVIA"",""GS6297"",""2XL"",24,""9990001332006""],[""155"",""VERDE SALVIA"",""GS6297"",""3XL"",24,""9990001332013""],[""155"",""VERDE SALVIA"",""GS6297"",""4XL"",24,""9990001332020""]]"
GS6298,CAMISA HOMBRE MANGA LARGA EN POPELINA,5680,704,"[[""005"",""AMARILLO CLARO"",""GS6298"",""S"",19,""9990001332037""],[""005"",""AMARILLO CLARO"",""GS6298"",""M"",19,""9990001332044""],[""005"",""AMARILLO CLARO"",""GS6298"",""L"",19,""9990001332051""],[""005"",""AMARILLO CLARO"",""GS6298"",""XL"",19,""9990001332068""],[""013"",""AZUL CLARO"",""GS6298"",""S"",20,""9990001332075""],[""013"",""AZUL CLARO"",""GS6298"",""M"",20,""9990001332082""],[""013"",""AZUL CLARO"",""GS6298"",""L"",20,""9990001332099""],[""013"",""AZUL CLARO"",""GS6298"",""XL"",20,""9990001332105""],[""026"",""BLANCO"",""GS6298"",""S"",28,""9990001332112""],[""026"",""BLANCO"",""GS6298"",""M"",28,""9990001332129""],[""026"",""BLANCO"",""GS6298"",""L"",28,""9990001332136""],[""026"",""BLANCO"",""GS6298"",""XL"",28,""9990001332143""],[""072"",""KAKY"",""GS6298"",""S"",30,""9990001332150""],[""072"",""KAKY"",""GS6298"",""M"",30,""9990001332167""],[""072"",""KAKY"",""GS6298"",""L"",30,""9990001332174""],[""072"",""KAKY"",""GS6298"",""XL"",30,""9990001332181""],[""090"",""NEGRO"",""GS6298"",""S"",29,""9990001332198""],[""090"",""NEGRO"",""GS6298"",""M"",29,""9990001332204""],[""090"",""NEGRO"",""GS6298"",""L"",29,""9990001332211""],[""090"",""NEGRO"",""GS6298"",""XL"",29,""9990001332228""],[""105"",""PALO DE ROSA"",""GS6298"",""S"",9,""9990001332235""],[""105"",""PALO DE ROSA"",""GS6298"",""M"",9,""9990001332242""],[""105"",""PALO DE ROSA"",""GS6298"",""L"",9,""9990001332259""],[""105"",""PALO DE ROSA"",""GS6298"",""XL"",9,""9990001332266""],[""154"",""VERDE PINO"",""GS6298"",""S"",20,""9990001332273""],[""154"",""VERDE PINO"",""GS6298"",""M"",20,""9990001332280""],[""154"",""VERDE PINO"",""GS6298"",""L"",20,""9990001332297""],[""154"",""VERDE PINO"",""GS6298"",""XL"",20,""9990001332303""],[""155"",""VERDE SALVIA"",""GS6298"",""S"",11,""9990001332310""],[""155"",""VERDE SALVIA"",""GS6298"",""M"",11,""9990001332327""],[""155"",""VERDE SALVIA"",""GS6298"",""L"",11,""9990001332334""],[""155"",""VERDE SALVIA"",""GS6298"",""XL"",11,""9990001332341""],[""161"",""VAINILLA"",""GS6298"",""S"",10,""9990001332358""],[""161"",""VAINILLA"",""GS6298"",""M"",10,""9990001332365""],[""161"",""VAINILLA"",""GS6298"",""L"",10,""9990001332372""],[""161"",""VAINILLA"",""GS6298"",""XL"",10,""9990001332389""]]"
GS6298,CAMISA HOMBRE MANGA LARGA EN POPELINA,5681,292,"[[""013"",""AZUL CLARO"",""GS6298"",""S"",10,""9990001332075""],[""013"",""AZUL CLARO"",""GS6298"",""M"",10,""9990001332082""],[""013"",""AZUL CLARO"",""GS6298"",""L"",10,""9990001332099""],[""013"",""AZUL CLARO"",""GS6298"",""XL"",10,""9990001332105""],[""026"",""BLANCO"",""GS6298"",""S"",10,""9990001332112""],[""026"",""BLANCO"",""GS6298"",""M"",10,""9990001332129""],[""026"",""BLANCO"",""GS6298"",""L"",10,""9990001332136""],[""026"",""BLANCO"",""GS6298"",""XL"",10,""9990001332143""],[""090"",""NEGRO"",""GS6298"",""S"",10,""9990001332198""],[""090"",""NEGRO"",""GS6298"",""M"",10,""9990001332204""],[""090"",""NEGRO"",""GS6298"",""L"",10,""9990001332211""],[""090"",""NEGRO"",""GS6298"",""XL"",10,""9990001332228""],[""105"",""PALO DE ROSA"",""GS6298"",""S"",10,""9990001332235""],[""105"",""PALO DE ROSA"",""GS6298"",""M"",10,""9990001332242""],[""105"",""PALO DE ROSA"",""GS6298"",""L"",10,""9990001332259""],[""105"",""PALO DE ROSA"",""GS6298"",""XL"",10,""9990001332266""],[""154"",""VERDE PINO"",""GS6298"",""S"",13,""9990001332273""],[""154"",""VERDE PINO"",""GS6298"",""M"",13,""9990001332280""],[""154"",""VERDE PINO"",""GS6298"",""L"",13,""9990001332297""],[""154"",""VERDE PINO"",""GS6298"",""XL"",13,""9990001332303""],[""155"",""VERDE SALVIA"",""GS6298"",""S"",10,""9990001332310""],[""155"",""VERDE SALVIA"",""GS6298"",""M"",10,""9990001332327""],[""155"",""VERDE SALVIA"",""GS6298"",""L"",10,""9990001332334""],[""155"",""VERDE SALVIA"",""GS6298"",""XL"",10,""9990001332341""],[""161"",""VAINILLA"",""GS6298"",""S"",10,""9990001332358""],[""161"",""VAINILLA"",""GS6298"",""M"",10,""9990001332365""],[""161"",""VAINILLA"",""GS6298"",""L"",10,""9990001332372""],[""161"",""VAINILLA"",""GS6298"",""XL"",10,""9990001332389""]]"
GS6299,CAMISA HOMBRE  MANGA CORTA EN POPELINA,5682,818,"[[""005"",""AMARILLO CLARO"",""GS6299"",""S"",13,""9990001332396""],[""005"",""AMARILLO CLARO"",""GS6299"",""M"",26,""9990001332402""],[""005"",""AMARILLO CLARO"",""GS6299"",""L"",26,""9990001332419""],[""005"",""AMARILLO CLARO"",""GS6299"",""XL"",26,""9990001332426""],[""013"",""AZUL CLARO"",""GS6299"",""S"",6,""9990001332433""],[""013"",""AZUL CLARO"",""GS6299"",""M"",13,""9990001332440""],[""013"",""AZUL CLARO"",""GS6299"",""L"",13,""9990001332457""],[""013"",""AZUL CLARO"",""GS6299"",""XL"",13,""9990001332464""],[""026"",""BLANCO"",""GS6299"",""S"",20,""9990001332471""],[""026"",""BLANCO"",""GS6299"",""M"",39,""9990001332488""],[""026"",""BLANCO"",""GS6299"",""L"",39,""9990001332495""],[""026"",""BLANCO"",""GS6299"",""XL"",39,""9990001332501""],[""072"",""KAKY"",""GS6299"",""S"",12,""9990001332518""],[""072"",""KAKY"",""GS6299"",""M"",26,""9990001332525""],[""072"",""KAKY"",""GS6299"",""L"",26,""9990001332532""],[""072"",""KAKY"",""GS6299"",""XL"",26,""9990001332549""],[""090"",""NEGRO"",""GS6299"",""S"",20,""9990001332556""],[""090"",""NEGRO"",""GS6299"",""M"",39,""9990001332563""],[""090"",""NEGRO"",""GS6299"",""L"",39,""9990001332570""],[""090"",""NEGRO"",""GS6299"",""XL"",39,""9990001332587""],[""105"",""PALO DE ROSA"",""GS6299"",""S"",13,""9990001332594""],[""105"",""PALO DE ROSA"",""GS6299"",""M"",26,""9990001332600""],[""105"",""PALO DE ROSA"",""GS6299"",""L"",26,""9990001332617""],[""105"",""PALO DE ROSA"",""GS6299"",""XL"",26,""9990001332624""],[""154"",""VERDE PINO"",""GS6299"",""S"",16,""9990001332631""],[""154"",""VERDE PINO"",""GS6299"",""M"",25,""9990001332648""],[""154"",""VERDE PINO"",""GS6299"",""L"",25,""9990001332655""],[""154"",""VERDE PINO"",""GS6299"",""XL"",25,""9990001332662""],[""155"",""VERDE SALVIA"",""GS6299"",""S"",6,""9990001332679""],[""155"",""VERDE SALVIA"",""GS6299"",""M"",13,""9990001332686""],[""155"",""VERDE SALVIA"",""GS6299"",""L"",13,""9990001332693""],[""155"",""VERDE SALVIA"",""GS6299"",""XL"",13,""9990001332709""],[""161"",""VAINILLA"",""GS6299"",""S"",13,""9990001332716""],[""161"",""VAINILLA"",""GS6299"",""M"",26,""9990001332723""],[""161"",""VAINILLA"",""GS6299"",""L"",26,""9990001332730""],[""161"",""VAINILLA"",""GS6299"",""XL"",26,""9990001332747""]]"
GS6299,CAMISA HOMBRE  MANGA CORTA EN POPELINA,5683,235,"[[""013"",""AZUL CLARO"",""GS6299"",""S"",6,""9990001332433""],[""013"",""AZUL CLARO"",""GS6299"",""M"",16,""9990001332440""],[""013"",""AZUL CLARO"",""GS6299"",""L"",16,""9990001332457""],[""013"",""AZUL CLARO"",""GS6299"",""XL"",16,""9990001332464""],[""026"",""BLANCO"",""GS6299"",""S"",7,""9990001332471""],[""026"",""BLANCO"",""GS6299"",""M"",13,""9990001332488""],[""026"",""BLANCO"",""GS6299"",""L"",13,""9990001332495""],[""026"",""BLANCO"",""GS6299"",""XL"",13,""9990001332501""],[""072"",""KAKY"",""GS6299"",""S"",3,""9990001332518""],[""072"",""KAKY"",""GS6299"",""M"",8,""9990001332525""],[""072"",""KAKY"",""GS6299"",""L"",8,""9990001332532""],[""072"",""KAKY"",""GS6299"",""XL"",8,""9990001332549""],[""090"",""NEGRO"",""GS6299"",""S"",6,""9990001332556""],[""090"",""NEGRO"",""GS6299"",""M"",13,""9990001332563""],[""090"",""NEGRO"",""GS6299"",""L"",13,""9990001332570""],[""090"",""NEGRO"",""GS6299"",""XL"",13,""9990001332587""],[""154"",""VERDE PINO"",""GS6299"",""S"",3,""9990001332631""],[""154"",""VERDE PINO"",""GS6299"",""M"",8,""9990001332648""],[""154"",""VERDE PINO"",""GS6299"",""L"",8,""9990001332655""],[""154"",""VERDE PINO"",""GS6299"",""XL"",8,""9990001332662""],[""155"",""VERDE SALVIA"",""GS6299"",""S"",6,""9990001332679""],[""155"",""VERDE SALVIA"",""GS6299"",""M"",10,""9990001332686""],[""155"",""VERDE SALVIA"",""GS6299"",""L"",10,""9990001332693""],[""155"",""VERDE SALVIA"",""GS6299"",""XL"",10,""9990001332709""]]"
GC6140,BUSO CUELLO REDONDO MANGA LARGA CABALLERO EN TEJIDO DE PUNTO,5684,496,"[[""035"",""CAFÉ"",""GC6140"",""S"",8,9990001336585],[""035"",""CAFÉ"",""GC6140"",""M"",16,9990001336592],[""035"",""CAFÉ"",""GC6140"",""L"",32,9990001336608],[""035"",""CAFÉ"",""GC6140"",""XL"",24,9990001336615],[""072"",""KAKY"",""GC6140"",""S"",8,9990001337094],[""072"",""KAKY"",""GC6140"",""M"",19,9990001336844],[""072"",""KAKY"",""GC6140"",""L"",32,9990001336851],[""072"",""KAKY"",""GC6140"",""XL"",24,9990001336868],[""090"",""NEGRO"",""GC6140"",""S"",16,9990001337100],[""090"",""NEGRO"",""GC6140"",""M"",40,9990001336875],[""090"",""NEGRO"",""GC6140"",""L"",64,9990001336882],[""090"",""NEGRO"",""GC6140"",""XL"",48,9990001336899],[""103"",""OFF WHITE"",""GC6140"",""S"",16,9990001337117],[""103"",""OFF WHITE"",""GC6140"",""M"",37,9990001337124],[""103"",""OFF WHITE"",""GC6140"",""L"",64,9990001337131],[""103"",""OFF WHITE"",""GC6140"",""XL"",48,9990001337148]]"
GC6140,BUSO CUELLO REDONDO MANGA LARGA CABALLERO EN TEJIDO DE PUNTO,5685,470,"[[""013"",""AZUL CLARO"",""GC6140"",""S"",7,9990001336264],[""013"",""AZUL CLARO"",""GC6140"",""M"",17,9990001336271],[""013"",""AZUL CLARO"",""GC6140"",""L"",28,9990001336288],[""013"",""AZUL CLARO"",""GC6140"",""XL"",21,9990001336295],[""026"",""BLANCO"",""GC6140"",""S"",16,9990001336301],[""026"",""BLANCO"",""GC6140"",""M"",32,9990001336318],[""026"",""BLANCO"",""GC6140"",""L"",64,9990001336325],[""026"",""BLANCO"",""GC6140"",""XL"",48,9990001336332],[""115"",""ROJO"",""GC6140"",""S"",7,9990001336349],[""115"",""ROJO"",""GC6140"",""M"",19,9990001336356],[""115"",""ROJO"",""GC6140"",""L"",28,9990001336363],[""115"",""ROJO"",""GC6140"",""XL"",21,9990001336370],[""160"",""AZUL"",""GC6140"",""S"",8,9990001336387],[""160"",""AZUL"",""GC6140"",""M"",18,9990001336394],[""160"",""AZUL"",""GC6140"",""L"",32,9990001336400],[""160"",""AZUL"",""GC6140"",""XL"",24,9990001336417],[""163"",""AVENA"",""GC6140"",""S"",8,9990001336424],[""163"",""AVENA"",""GC6140"",""M"",16,9990001336431],[""163"",""AVENA"",""GC6140"",""L"",32,9990001336448],[""163"",""AVENA"",""GC6140"",""XL"",24,9990001336455]]"
D21481,CONJUNTO CABALLERO CAMISETA CUELLO REDONDO BERMUDA CON CORDO,5686,432,"[[""017"",""AZUL INDIGO"",""D21481"",""M"",54,9990001337155],[""017"",""AZUL INDIGO"",""D21481"",""L"",27,9990001337162],[""017"",""AZUL INDIGO"",""D21481"",""XL"",27,9990001337179],[""024"",""BEIGE"",""D21481"",""M"",54,9990001336783],[""024"",""BEIGE"",""D21481"",""L"",27,9990001336790],[""024"",""BEIGE"",""D21481"",""XL"",27,9990001336806],[""038"",""CAMEL"",""D21481"",""M"",54,9990001337056],[""038"",""CAMEL"",""D21481"",""L"",27,9990001337063],[""038"",""CAMEL"",""D21481"",""XL"",27,9990001337070],[""090"",""NEGRO"",""D21481"",""M"",54,9990001336813],[""090"",""NEGRO"",""D21481"",""L"",27,9990001336820],[""090"",""NEGRO"",""D21481"",""XL"",27,9990001336837]]"
D21481,CONJUNTO CABALLERO CAMISETA CUELLO REDONDO BERMUDA CON CORDO,5687,404,"[[""044"",""CREMA"",""D21481"",""M"",54,9990001336639],[""044"",""CREMA"",""D21481"",""L"",27,9990001336646],[""044"",""CREMA"",""D21481"",""XL"",27,9990001336653],[""103"",""OFF WHITE"",""D21481"",""M"",42,9990001336677],[""103"",""OFF WHITE"",""D21481"",""L"",21,9990001336684],[""103"",""OFF WHITE"",""D21481"",""XL"",21,9990001336691],[""105"",""PALO DE ROSA"",""D21481"",""M"",52,9990001337728],[""105"",""PALO DE ROSA"",""D21481"",""L"",26,9990001337735],[""105"",""PALO DE ROSA"",""D21481"",""XL"",26,9990001337742],[""162"",""TAUPE"",""D21481"",""M"",54,9990001336752],[""162"",""TAUPE"",""D21481"",""L"",27,9990001336769],[""162"",""TAUPE"",""D21481"",""XL"",27,9990001336776]]"
GB0069,DUO DE BLUSA TIRAS EN TEJIDO DE PUNTO SOLO FONDO,5688,561,"[[""013"",""AZUL CLARO"",""GB0069"",""S"",22,9990001338398],[""013"",""AZUL CLARO"",""GB0069"",""M"",55,9990001338404],[""013"",""AZUL CLARO"",""GB0069"",""L"",55,9990001338411],[""013"",""AZUL CLARO"",""GB0069"",""XL"",55,9990001338428],[""105"",""PALO DE ROSA"",""GB0069"",""S"",22,9990001338435],[""105"",""PALO DE ROSA"",""GB0069"",""M"",55,9990001338442],[""105"",""PALO DE ROSA"",""GB0069"",""L"",55,9990001338459],[""105"",""PALO DE ROSA"",""GB0069"",""XL"",55,9990001338466],[""163"",""AVENA"",""GB0069"",""S"",22,9990001338473],[""163"",""AVENA"",""GB0069"",""M"",55,9990001338480],[""163"",""AVENA"",""GB0069"",""L"",55,9990001338497],[""163"",""AVENA"",""GB0069"",""XL"",55,9990001338503]]"
GB0069,DUO DE BLUSA TIRAS EN TEJIDO DE PUNTO SOLO FONDO,5689,571,"[[""072"",""KAKY"",""GB0069"",""S"",20,9990001338695],[""072"",""KAKY"",""GB0069"",""M"",62,9990001338701],[""072"",""KAKY"",""GB0069"",""L"",50,9990001338718],[""072"",""KAKY"",""GB0069"",""XL"",50,9990001338725],[""126"",""ROSADO"",""GB0069"",""S"",22,9990001338107],[""126"",""ROSADO"",""GB0069"",""M"",64,9990001338114],[""126"",""ROSADO"",""GB0069"",""L"",55,9990001338121],[""126"",""ROSADO"",""GB0069"",""XL"",55,9990001338138],[""160"",""AZUL"",""GB0069"",""S"",22,9990001338145],[""160"",""AZUL"",""GB0069"",""M"",61,9990001338152],[""160"",""AZUL"",""GB0069"",""L"",55,9990001338169],[""160"",""AZUL"",""GB0069"",""XL"",55,9990001338176]]"
GB0069,DUO DE BLUSA TIRAS EN TEJIDO DE PUNTO SOLO FONDO,5690,527,"[[""035"",""CAFÉ"",""GB0069"",""S"",20,9990001338060],[""035"",""CAFÉ"",""GB0069"",""M"",50,9990001338077],[""035"",""CAFÉ"",""GB0069"",""L"",50,9990001338084],[""035"",""CAFÉ"",""GB0069"",""XL"",50,9990001338091],[""153"",""VERDE OLIVA"",""GB0069"",""S"",20,9990001338770],[""153"",""VERDE OLIVA"",""GB0069"",""M"",50,9990001338787],[""153"",""VERDE OLIVA"",""GB0069"",""L"",50,9990001338794],[""153"",""VERDE OLIVA"",""GB0069"",""XL"",50,9990001338800],[""157"",""VINO TINTO"",""GB0069"",""S"",22,9990001339401],[""157"",""VINO TINTO"",""GB0069"",""M"",55,9990001339418],[""157"",""VINO TINTO"",""GB0069"",""L"",55,9990001339425],[""157"",""VINO TINTO"",""GB0069"",""XL"",55,9990001339432]]"
GB0069,DUO DE BLUSA TIRAS EN TEJIDO DE PUNTO SOLO FONDO,5691,544,"[[""035"",""CAFÉ"",""GB0069"",""S"",22,9990001338060],[""035"",""CAFÉ"",""GB0069"",""M"",55,9990001338077],[""035"",""CAFÉ"",""GB0069"",""L"",55,9990001338084],[""035"",""CAFÉ"",""GB0069"",""XL"",55,9990001338091],[""126"",""ROSADO"",""GB0069"",""S"",20,9990001338107],[""126"",""ROSADO"",""GB0069"",""M"",50,9990001338114],[""126"",""ROSADO"",""GB0069"",""L"",50,9990001338121],[""126"",""ROSADO"",""GB0069"",""XL"",50,9990001338138],[""160"",""AZUL"",""GB0069"",""S"",22,9990001338145],[""160"",""AZUL"",""GB0069"",""M"",55,9990001338152],[""160"",""AZUL"",""GB0069"",""L"",55,9990001338169],[""160"",""AZUL"",""GB0069"",""XL"",55,9990001338176]]"
D21481,CONJUNTO CABALLERO CAMISETA CUELLO REDONDO BERMUDA CON CORDO,5692,370,"[[""013"",""AZUL CLARO"",""D21481"",""M"",21,9990001337001],[""013"",""AZUL CLARO"",""D21481"",""L"",42,9990001337018],[""013"",""AZUL CLARO"",""D21481"",""XL"",42,9990001337025],[""017"",""AZUL INDIGO"",""D21481"",""M"",21,9990001337155],[""017"",""AZUL INDIGO"",""D21481"",""L"",42,9990001337162],[""017"",""AZUL INDIGO"",""D21481"",""XL"",42,9990001337179],[""090"",""NEGRO"",""D21481"",""M"",21,9990001336813],[""090"",""NEGRO"",""D21481"",""L"",42,9990001336820],[""090"",""NEGRO"",""D21481"",""XL"",42,9990001336837],[""155"",""VERDE SALVIA"",""D21481"",""M"",11,9990001336714],[""155"",""VERDE SALVIA"",""D21481"",""L"",22,9990001336721],[""155"",""VERDE SALVIA"",""D21481"",""XL"",22,9990001336738]]"
D21481,CONJUNTO CABALLERO CAMISETA CUELLO REDONDO BERMUDA CON CORDO,5693,326,"[[""024"",""BEIGE"",""D21481"",""M"",21,9990001336783],[""024"",""BEIGE"",""D21481"",""L"",44,9990001336790],[""024"",""BEIGE"",""D21481"",""XL"",42,9990001336806],[""090"",""NEGRO"",""D21481"",""M"",22,9990001336813],[""090"",""NEGRO"",""D21481"",""L"",44,9990001336820],[""090"",""NEGRO"",""D21481"",""XL"",44,9990001336837],[""103"",""OFF WHITE"",""D21481"",""M"",11,9990001336677],[""103"",""OFF WHITE"",""D21481"",""L"",22,9990001336684],[""103"",""OFF WHITE"",""D21481"",""XL"",22,9990001336691],[""155"",""VERDE SALVIA"",""D21481"",""M"",10,9990001336714],[""155"",""VERDE SALVIA"",""D21481"",""L"",24,9990001336721],[""155"",""VERDE SALVIA"",""D21481"",""XL"",20,9990001336738]]"
GB0069,DUO DE BLUSA TIRAS EN TEJIDO DE PUNTO SOLO FONDO,5694,544,"[[""013"",""AZUL CLARO"",""GB0069"",""S"",22,9990001338398],[""013"",""AZUL CLARO"",""GB0069"",""M"",55,9990001338404],[""013"",""AZUL CLARO"",""GB0069"",""L"",55,9990001338411],[""013"",""AZUL CLARO"",""GB0069"",""XL"",55,9990001338428],[""072"",""KAKY"",""GB0069"",""S"",22,9990001338695],[""072"",""KAKY"",""GB0069"",""M"",55,9990001338701],[""072"",""KAKY"",""GB0069"",""L"",55,9990001338718],[""072"",""KAKY"",""GB0069"",""XL"",55,9990001338725],[""163"",""AVENA"",""GB0069"",""S"",20,9990001338473],[""163"",""AVENA"",""GB0069"",""M"",50,9990001338480],[""163"",""AVENA"",""GB0069"",""L"",50,9990001338497],[""163"",""AVENA"",""GB0069"",""XL"",50,9990001338503]]"
GB0069,DUO DE BLUSA TIRAS EN TEJIDO DE PUNTO SOLO FONDO,5695,561,"[[""105"",""PALO DE ROSA"",""GB0069"",""S"",24,9990001338435],[""105"",""PALO DE ROSA"",""GB0069"",""M"",60,9990001338442],[""105"",""PALO DE ROSA"",""GB0069"",""L"",60,9990001338459],[""105"",""PALO DE ROSA"",""GB0069"",""XL"",60,9990001338466],[""115"",""ROJO"",""GB0069"",""S"",22,9990001338732],[""115"",""ROJO"",""GB0069"",""M"",55,9990001338749],[""115"",""ROJO"",""GB0069"",""L"",55,9990001338756],[""115"",""ROJO"",""GB0069"",""XL"",55,9990001338763],[""153"",""VERDE OLIVA"",""GB0069"",""S"",20,9990001338770],[""153"",""VERDE OLIVA"",""GB0069"",""M"",50,9990001338787],[""153"",""VERDE OLIVA"",""GB0069"",""L"",50,9990001338794],[""153"",""VERDE OLIVA"",""GB0069"",""XL"",50,9990001338800]]"
GB0069,DUO DE BLUSA TIRAS EN TEJIDO DE PUNTO SOLO FONDO,5696,697,"[[""013"",""AZUL CLARO"",""GB0069"",""S"",20,9990001338398],[""013"",""AZUL CLARO"",""GB0069"",""M"",50,9990001338404],[""013"",""AZUL CLARO"",""GB0069"",""L"",50,9990001338411],[""013"",""AZUL CLARO"",""GB0069"",""XL"",50,9990001338428],[""072"",""KAKY"",""GB0069"",""S"",22,9990001338695],[""072"",""KAKY"",""GB0069"",""M"",55,9990001338701],[""072"",""KAKY"",""GB0069"",""L"",55,9990001338718],[""072"",""KAKY"",""GB0069"",""XL"",55,9990001338725],[""157"",""VINO TINTO"",""GB0069"",""S"",22,9990001339401],[""157"",""VINO TINTO"",""GB0069"",""M"",55,9990001339418],[""157"",""VINO TINTO"",""GB0069"",""L"",55,9990001339425],[""157"",""VINO TINTO"",""GB0069"",""XL"",55,9990001339432],[""163"",""AVENA"",""GB0069"",""S"",18,9990001338473],[""163"",""AVENA"",""GB0069"",""M"",45,9990001338480],[""163"",""AVENA"",""GB0069"",""L"",45,9990001338497],[""163"",""AVENA"",""GB0069"",""XL"",45,9990001338503]]"
P31070,PANTALON CAMUFLADO EN DRILL HOMBRE,5697,173,"[[""008"",""ARENA"",""P31070"",""28"",5,""9990001301521""],[""008"",""ARENA"",""P31070"",""30"",21,""9990001301538""],[""008"",""ARENA"",""P31070"",""32"",30,""9990001301545""],[""008"",""ARENA"",""P31070"",""34"",30,""9990001301552""],[""019"",""AZUL OSCURO"",""P31070"",""28"",7,""9990001301576""],[""019"",""AZUL OSCURO"",""P31070"",""32"",1,""9990001301590""],[""038"",""CAMEL"",""P31070"",""28"",7,""9990001301675""],[""038"",""CAMEL"",""P31070"",""30"",8,""9990001301682""],[""055"",""GRIS"",""P31070"",""28"",7,""9990001301729""],[""055"",""GRIS"",""P31070"",""32"",4,""9990001301743""],[""055"",""GRIS"",""P31070"",""34"",12,""9990001301750""],[""090"",""NEGRO"",""P31070"",""28"",11,""9990001301774""],[""090"",""NEGRO"",""P31070"",""30"",8,""9990001301781""],[""090"",""NEGRO"",""P31070"",""32"",6,""9990001301798""],[""090"",""NEGRO"",""P31070"",""34"",7,""9990001301804""],[""090"",""NEGRO"",""P31070"",""36"",5,""9990001301811""],[""151"",""VERDE MILITAR"",""P31070"",""28"",1,""9990001301873""],[""151"",""VERDE MILITAR"",""P31070"",""34"",1,""9990001301903""],[""151"",""VERDE MILITAR"",""P31070"",""36"",2,""9990001301910""]]"
